id,Tweet,Subjectivity,Polarity,Target
1169,Thank you  for a valuable ADA2019. We appreciated the opportunity to share our latest cardio-renal… ,0.5,0.35,Positive
1170,Are you aware of the connection between high blood sugar levels associated with type-2 diabetes and kidney disease?… ,0.395,0.205,Positive
1171,"People with type-2 diabetes are at risk for heartfailure and renal disease. As ADA2019 wraps up, let’s raise aw… ",0,0,Neutral
1172,Just 4 days left to apply here:  Applications for our Cambridge UK StartUP Science Competi… ,0,0,Neutral
1173,June is Cancer Immunotherapy Month. Immunotherapies are treatments that help the immune system to fight diseases su… ,0,0,Neutral
1174,"“Every time someone asks me what my husband does, I feel like I have to come out again.” PrideMonth thisisAZ ",0,0,Neutral
1175,Our Genomics Initiative aims to better understand genetics of disease. This week we host partners at our Annual Gen… ,0.5,0.5,Positive
1176,48% of you said that people with type-2 diabetes are not at all aware of the risk of chronic kidney disease. In fac… ,0.25,0.25,Positive
1177,Our 5K team enjoyed an early morning outdoors in San Francisco to fit in some exercise! ADA2019 ,0.466666667,0.366666667,Positive
1178,"Of your patients with T2D, how aware do you think they are of the risk of chronic kidney disease? ADA2019",0.25,0.25,Positive
1179,"We congratulate Jane Osbourn on being awarded an OBE in the Queen’s Birthday Honours, recognising her leadership in… ",0,0,Neutral
1180,"T2D and CKD are interrelated. Given the burden created by these overlapping disease areas, we are researching how t… ",0,0,Neutral
1181,What’s driving China’s impressive level of biotech innovation? Find out in the latest article in our series on… ,0.95,0.75,Positive
1182,“That is an example of something that happens pretty typically in the life of a non-binary and gender nonconforming… ,0.75,0.041666667,Positive
1183,Most asthma-related deaths occur in low- and lower-middle income countries. We believe that… ,0.4,0.25,Positive
1184,"Our R&amp;D postdoc programme offers a wide range of positions across the UK, US and Sweden. By joining our vibrant com… ",0.244444444,0.055555556,Positive
1185,Calling all scientists! Want to be part of the next scientific breakthrough? Our R&amp;D postdoc programme – led by new… ,0,0,Neutral
1186,Is the impact of anaemia in chronic kidney disease being fully addressed? Almost half of nephrologists in our re… ,0.166666667,-0.166666667,Negative
1187,Severe asthma experts agree that the information available online for patients with severeasthma may be outdated o… ,0.516666667,-2.78E-17,Negative
1188,"“In 2003, when I joined AstraZeneca, I was still male and it took me another 10 years to feel comfortable enough in… ",0.466666667,0.133333333,Positive
1189,Nephrologist Dr Li Zuo explains how a patient with chronic kidney disease may develop anaemia. Improving understa… ,0,0,Neutral
1190,"Cell and gene therapy hold great promise to treat and possibly cure certain diseases, but large-scale manufacturing… ",0.773809524,0.338095238,Positive
1191,Only a few more days until ADA2019 where we’ll present data in cardio-renal metabolic disease areas. In particular… ,0.4,0.075,Positive
1192,"One of the major types of leukaemia is CLL, a more slowly-progressing cancer of the lymphocyte cells. In CLL, canc… ",0.5,0.28125,Positive
1193,Around 1 in 5 women with ovariancancer have BRCA mutations. Testing for the mutation presence and type is key to a… ,1,0,Neutral
1194,Different types of breastcancer are characterised with different genetic or molecular features. Testing a patient… ,0.6,0,Neutral
1195,Science is at the core of everything we do. We’re at ASCO19 this week to share new research on the latest scientif… ,0.677272727,0.318181818,Positive
1196,"“She held her hand across the table and said, ‘Don’t worry, it’s going to be ok’… Then I understood the power of al… ",0.5,0.5,Positive
1197,"Approximately 460,000 new pancreaticcancer diagnoses were made in 2018. The majority are diagnosed at a hard-to-tr… ",0.527272727,-0.131818182,Negative
1198,"Biomarkers are characteristics that help decode types of cancer, such as lungcancer. Identifying patients’ bioma… ",0.5,0,Neutral
1199,Approximately one-third of lungcancer patients are diagnosed at Stage III. Advances have led to the emergence of i… ,0.6,-0.4,Negative
1200,"Progress in breastcancer research has come a long way, but continuing to pursue innovative treatments for this dis… ",0.7,0.225,Positive
1201,Mutations in the EGFR gene are one type of biomarker associated with lungcancer. Advances in the understanding of… ,0,0,Neutral
1202,Precision medicine allows us to target specific molecular mutations in tumour cells to guide cancer treatment.… ,0.125,0,Neutral
1203,For ASCO19 Dave Fredrickson shares our focus on following the science in oncology to improved outcomes for cancer… ,0.1,0,Neutral
1204,The vision of our AZPride Employee Resource Group is to empower our LGBTQIA+ colleagues to reach their full potenti… ,0.55,0.35,Positive
1205,BRCA mutations are associated with an increased risk of multiple cancer types. These mutations lead to defects in t… ,0,0,Neutral
1206,"As the first day of ASCO19 begins, so does the valuable collaboration between oncology experts across the world. W… ",0.333333333,0.25,Positive
1207,Hypertension screening is now underway in the pre &amp; postnatal care clinics of Sengerema Hospital in Tanzania! Hypert…,0,0,Neutral
1208,"Anaemia is a potentially serious complication of chronic kidney disease, so we conducted a survey of nephrologist… ",0.666666667,-0.333333333,Negative
1209,Social media at congresses is a valuable tool to connect people across the world. As everyone prepares for the worl… ,0.066666667,0.033333333,Positive
1210,People living with anaemia in chronic kidney disease can be impacted in various ways. Our survey of… ,0.5,0,Neutral
1211,"NF is one of the world’s most common genetic disorders affecting one in 3,000 births. It takes many forms and can b… ",0.5,0.233333333,Positive
1212,"Our scientists will be presenting 93 abstracts at ASCO19 on our pioneering cancer research, including breakthroug… ",0,0,Neutral
1213,We are partnering with physicians to better understand the current gaps in managing chronic kidney disease and its… ,0.45,0.25,Positive
1214,"Following the recent panel discussion at ChinaBioPartnering, learn more about the current wave of Chinese biotech… ",0.25,0.1,Positive
1215,"It was our pleasure ! Cambridge, home of our global HQ, has produced 107 Nobel Prize winners to date, h… ",0,0,Neutral
1216,Inspiring to see a youth leader from our YoungHealthProgramme in Indonesia speak with such passion at WHA72. ,0.75,0.25,Positive
1217,. are a proud part of our company and will also be at ASCO19. Please join them at their… ,1,0.8,Positive
1218,Anaemia in chronic kidney disease can negatively impact a patient’s quality of life. Nephrologist Dr Chuan-Ming H… ,0.4,-0.3,Negative
1219,We’re pleased to host the Swedish Ambassador to the UK  on a visit to Cambridge today for swedenontour… ,1,0.5,Positive
1220,It is vital that patients are aware of the heartfailure risk associated with Type-2 diabetes. Find more info here… ,0.383333333,0.283333333,Positive
1221,"Yesterday, we were pleased to welcome Nguyen Xuan Phuc to Sweden. During the visit, Leif Johansson, our Chairman, a… ",0.95,0.65,Positive
1222,Uncontrolled severeasthma has a significant impact on the everyday lives of patients. SevereAsthmaPatientsDeserve… ,0.7375,0.0875,Positive
1223,"Ian Sabir, Head of Medical Affairs, Cardio-Renal, shares his thoughts on the findings of our new survey of… ",0.227272727,0.068181818,Positive
1224,Heart failure is the leading cause of hospitalisation for those over the age of 65 and represents a significant cli… ,0.5875,0.029166667,Positive
1225,HeartFailure2019 is a time when our experts join the cardiovascular community and contribute to the growing body o… ,0,0,Neutral
1226,AI pioneers  are a proud part of our company and will also be at ASCO19. From digital biomarker anal… ,0.5,0.4,Positive
1227,We’ve been working with  to establish a severeasthma patient charter supporting the rights of people with se… ,0.25,0.25,Positive
1228,"Last week, employees in 40+ countries celebrated a company-wide Sustainability Matters Week, recognising the criti… ",0.408333333,0.175,Positive
1229,"According to our recent survey, good quality conversations between nephrologists and chronic kidney disease patie… ",0.425,0.35,Positive
1230,"Last night, we proudly accepted two awards as our YoungHealthProgramme, in partnership with , was named pha… ",0.533333333,0.4,Positive
1231,Huge congratulations to  for being crowned Business of the Year at Third Sector's Business Charity Awards last…,0.45,0.2,Positive
1232,"For patients like Tony, severeasthma can cause difficulty breathing that may restrict what they’re able to do in t… ",0.625,0.5,Positive
1233,We’re excited about the BusinessCAwards 2019 tonight with Third Sector  where our… ,0.375,0.1875,Positive
1234,"Because of patients like these, we stand with the severeasthma community. SevereAsthmaPatientsDeserve services th… ",0,0,Neutral
1235,SevereAsthmaPatientsDeserve to lead normal lives. Together we have the power to create change for patients like th… ,0.65,0.15,Positive
1236,"Thanks to our expanded toolbox of drug modalities, we're able to work towards addressing targets previously seen as… ",0.330555556,0.177777778,Positive
1237,NF1 is caused by a spontaneous or inherited mutation in the NF1 gene. NF1 has many symptoms and in 30-50% of patie… ,0.7,0.55,Positive
1238,"We often partner with nephrologists and patients to ensure chronic kidney disease, and complications such as… ",0.5,0,Neutral
1239,"Our research ambition is to modify, and ultimately cure, respiratory disease. We believe we can do that by address… ",1,0,Neutral
1240,Last chance to apply for a scholarship to attend the OYW2019  Summit in October! If you’re working t… ,0.066666667,0,Neutral
1241,Experts are calling for change in asthma management to focus on resolving an inherent feature of asthma: airway in… ,0,0,Neutral
1242,"How is anaemia in chronic kidney disease managed worldwide? To find out, we surveyed 426 nephrologists across sev… ",0,0,Neutral
1243,Anaemia is a common complication of chronic kidney disease caused by low levels of haemoglobin in the blood. Our… ,0.4,-0.15,Negative
1244,Treatment of severe asthma is complex as not every asthma phenotype will respond to the same treatments.… ,0.2625,-0.15,Negative
1245,All patients living with asthma are at risk of severe attacks. Our mission is to transform how we understand and t… ,0,0,Neutral
1246,"The prevalence and socio-economic burden of COPD is extensive, with an estimated 384 million individuals living wi… ",0.333333333,0,Neutral
1247,"With COPD, exacerbations are the most critical events driving most of its burden on those living with it. Learn mo… ",0.6,0.333333333,Positive
1248,Severeasthma is more than just having trouble breathing. Lives are disrupted by regular visits to the emergency ro… ,0.258974359,0.1,Positive
1249,Online information for severeasthma patients is outdated/incomplete and we are working with experts to understand… ,0,0,Neutral
1250,COPD affects 384 million people worldwide. We’re working hard to advance care for these patients by uncovering nov… ,0.541666667,-0.291666667,Negative
1251,"Severe asthma is an invisible, yet debilitating, disease. SevereAsthmaPatientsDeserve the best care and the abilit… ",0.3,1,Positive
1252,Are you a health entrepreneur looking to improve youth health? Could you be one of tomorrow’s global health leaders… ,0,0,Neutral
1253,"Building on our 40-year heritage in respiratory, we now have the potential to fundamentally change clinical practic… ",1,0,Neutral
1254,"We have 51,000+ suppliers globally. This reach gives us the opportunity and responsibility to influence and support… ",0,0,Neutral
1255,"Today is WorldNFAwarenessDay. Klaas Bakker, VP and Global Medical Head, shares more about our commitment to raisin… ",0.166666667,0.166666667,Positive
1256,We value the uniqueness of every individual who works for our company and the diversity they bring to our business.… ,0.4,0,Neutral
1257,Heartfailure remains as “malignant” as some of the most common cancers in both men and women. As… ,0.5,0.1,Positive
1258,Our Energy Challenge programme  develops scientific curiosity among children in Cambridge (U… ,0,0,Neutral
1259,PlasticWaste is a hot topic. And we’ve done something about it by changing the packaging we use with one of our su… ,0.85,0.25,Positive
1260,NF1 is typically diagnosed in childhood and is caused by a change to a gene that interferes with the normal produc… ,0.575,-0.008333333,Negative
1261,"SevereAsthmaPatientsDeserve a timely, formal diagnosis by an expert team in order to receive the best care:… ",0.3,1,Positive
1262,People with Type-2 diabetes are at risk for heartfailure. As we finish recognising HeartFailureAwarenessDay this… ,0,0,Neutral
1263,"ClimateChange threatens the environment, human health and business. One way we are addressing climate change is by… ",0.1,0,Neutral
1264,Our three sustainability pillars align with the  and we focus on where we can have the most impact.… ,0.5,0.5,Positive
1265,Sustainability puts health at the heart of our work. We focus on Access to Healthcare; Environmental Protection; a… ,0,0,Neutral
1266,"May is NeurofibromatosisAwarenessMonth. There are some signs and symptoms of NF1, a genetic condition, some of wh… ",0,0,Neutral
1267,We are determined to find the most effective options for breastcancer patients by exploring the specific features… ,0.475,0.366666667,Positive
1268,"SevereAsthmaPatientsDeserve a timely, straightforward referral process when their asthma cannot be managed in pri… ",0.375,0.375,Positive
1269,"Identifying whether a patient’s breast cancer has particular receptors present on its cells surface, or other chara… ",0.236111111,0.013888889,Positive
1270,"Metastatic Breast Cancer (MBC) is the most advanced stage of breast cancer (Stage IV), and occurs when cancer cells… ",0.55,0.45,Positive
1271,“No one should go through the horror of a second heart attack.” Find out how to reduce the risk at… ,0,0,Neutral
1272,The vision for every Employee Resource Group will differ based on the type of organization you work for and its cur… ,0,0,Neutral
1273,"NF1 is the most common neurological disorder caused by a single gene and occurs in one in every 3,000 births. We’r… ",0.404761905,0.042857143,Positive
1274,"As a company that recognises the strong connection between a healthy planet and healthy people, we support the call… ",0.577777778,0.477777778,Positive
1275,We join  in recognising HeartFailureAwarenessDay. It is critical that there is more awareness of this con… ,0.65,0.25,Positive
1276,Mentoring is a great way to support scientists and startups across our key hubs globally in support of local… ,0.583333333,0.266666667,Positive
1277,It’s the last day of ChinaBioPartnering in Shanghai. We continue to explore new lifesciences innovations and disc… ,0.260606061,0.068181818,Positive
1278,We are proud to once again support OvarianCancerDay. Check out their resources at  and… ,1,0.8,Positive
1279,Know the symptoms of ovariancancer. Knowledge is power. OvarianCancerDay ShareThePower ,0,0,Neutral
1280,Congratulations   and Tim Eisen for being elected as Fellows of the prestigious !… ,0,0,Neutral
1281,"On OvarianCancerDay, we want to ShareThePower by encouraging women to learn about ovariancancer. Nearly 4 out of… ",0.4,0.1,Positive
1282,It’s Day 1 of ChinaBioPartnering lifesciences conference in Shanghai. We’re looking forward to the keynote panel… ,0,0,Neutral
1283,"Today on WorldAsthmaDay, we are recognising the need to improve severeasthma services. Hear from the president of… ",0,0,Neutral
1284,OvarianCancerDay is an opportunity to help ensure every woman is aware of ovarian cancer. Don’t forget to… ,0.25,0.25,Positive
1285,Leukaemia is one of the most common cancers worldwide with ~437K new cases in 2018. As we advance scientific resea… ,0.484848485,0.112121212,Positive
1286,"Today we launch our 2nd StartUp Science Competition -  - for startups in Cambridge, UK. Wi… ",0,0,Neutral
1287,"Affecting an estimated 33.9 million people worldwide, severeasthma can be a serious life-threatening condition and… ",0.666666667,-0.333333333,Negative
1288,Thanks to our partners     for supporting the 2nd year of our StartUp… ,0.15,0.15,Positive
1289,Lift off! In collaboration with  we’ve sent nanoparticles to the International Space Station to study dru… ,0,0,Neutral
1290,"Ahead of OvarianCancerDay, learn how testing for mutations such as BRCA can help determine the potential risk of… ",0.75,0,Neutral
1291,This HeartFailureAwarenessDay we want the world to know that there is a direct link between heartfailure and type… ,0.4,0.1,Positive
1292,Meet the AstraZeneca team at ChinaBioPartnering in Shanghai this week. We’re always looking for opportunities to p… ,0,0,Neutral
1293,"Neurofibromatosis (NF) is a term for three genetic disorders: NF1, the most common type, NF2, and schwannomatosis.… ",0.5,0.1,Positive
1294,"As OvarianCancerDay approaches, it is important to ShareThePower by sharing knowledge. We continue to conduct res… ",1,0.4,Positive
1295,"A recent publication in  from our Discovery Sciences team and collaborators describes DISCOVER-Seq,… ",0.25,0,Neutral
1296,"Over the next six weeks, we’ll be highlighting the six guiding principles of the SevereAsthma Patient Charter beca… ",0,0,Neutral
1297,How much do you know about heartfailure? Learn more via HeartFailureAwarenessDay (coming up on 6 May) and by foll… ,0.35,0.35,Positive
1298,Congratulations  on your move to your new building on the  and for successfully completi… ,0.702272727,0.443181818,Positive
1299,Oncolytic viruses have the potential to be transformational in oncology. Today we announced a collaboration with… ,1,0,Neutral
1300,Thank you to everyone who joined us at last night’s joint  and  Spring Meeting in Cambridge. We e… ,0.066666667,0,Neutral
1301,"ArtificialIntelligence has the potential to transform how we discover and develop new medicines, from speeding up… ",0.727272727,0.068181818,Positive
1302,New research commissioned from  published in  finds six healthpolicy interventions could trans… ,0.454545455,0.136363636,Positive
1303,$400 billion in benefits could be delivered by six beatNCDs policy interventions according to new research commiss… ,0.454545455,0.136363636,Positive
1304,Ovariancancer is the 7th most commonly diagnosed cancer in women worldwide. Understanding its many risk factors i… ,0.5,0.233333333,Positive
1305,We’re looking   forward to hosting the joint  and  Spring Meeting in Cambridge today. We’ll be di… ,0,0,Neutral
1306,"Today, we announced a new collaboration with  to use ArtificialIntelligence and MachineLearning to… ",0.454545455,0.136363636,Positive
1307,The majority of ovariancancer patients are diagnosed at a metastatic stage and have poorer outcomes than patients… ,0,0,Neutral
1308,Full implementation of anti- tobacco policies could save 15 million young people from premature death according to… ,0.475,0.225,Positive
1309,Research commissioned by YoungHealthProgramme of policy modelling across 70 countries by  in … ,0,0,Neutral
1310,Our sustainability ambition is founded on making science accessible and operating in a way that recognises the conn… ,0.375,0.375,Positive
1311,"Earlier today, we announced a strong top-line financial performance in the first quarter of 2019: Product Sales of… ",0.391666667,0.170833333,Positive
1312,We have just announced a strong top-line financial performance in the first quarter of 2019. View our Q1 2019 Resul… ,0.355555556,0.227777778,Positive
1313,This month we’re celebrating the 20th anniversary of AstraZeneca. We take great pride in in how far our company has… ,0.583333333,0.3,Positive
1314,"The founders of AZplus, our UK LGBTQ Employee Resource Group, defined four core areas that were important for empo… ",1,0.4,Positive
1315,"Our employees from around the globe did their bit for EarthDay at the weekend, with teams from Serbia, to Japan &amp;… ",0,0,Neutral
1316,The BReast CAncer susceptibility BRCA gene codes for proteins that repair DNA. Mutations in the BRCA gene are foun… ,0,0,Neutral
1317,A recent publication in  from  and our researchers describes a new method using blue lig… ,0.268181818,0.045454545,Positive
1318,"In HER2 positive breastcancer, a greater number of HER2 receptors can lead to faster growth and spread, but also p… ",0.522727273,0.363636364,Positive
1319,"In 2018, ~2.1 million people were newly diagnosed with breastcancer worldwide. Testing at diagnosis can detect mut… ",0.454545455,0.136363636,Positive
1320,"Diabetes and cardiovasculardisease often occur together, further increasing the burden of each disease. Our aim i… ",0.5,0,Neutral
1321,"How can scientists support or lead initiatives for LGBTQ inclusion in their organizations? Here’s how AZplus, our… ",0,0,Neutral
1322,"At the start of a collaboration, potential pressure points that may lead to disputes are unclear. Learn about forma… ",1,0,Neutral
1323,"It’s a reality for cardiovascular, renal and metabolic (CVRM) patients that there is an increased chance of overla… ",0,0,Neutral
1324,"Type2diabetes may be associated with multiple risk factors and a high burden of cardiovascular co-morbidities, wh… ",0.27,0.08,Positive
1325,Thank you to the LCSM community for a valuable ELCC19. We want to continue the discussion on how online resources… ,0,0,Neutral
1326,Cardiovascular risk increases with the duration of diabetes. By partnering with healthcare professionals and thro… ,0,0,Neutral
1327,"Our research shows more than 1 in 3 search results for ""Immuno-Oncology for lung cancer"" resulted in news articles… ",0.5,0.5,Positive
1328,"., EVP and President, R&amp;D BioPharmaceuticals, received the 2019 PrixGalien Greece Scientific Research… ",0,0,Neutral
1329,"With more than 339 million people living with asthma, we’re pushing the boundaries of science to advance care for… ",0.5,0.5,Positive
1330,"A huge congratulations to , Executive Vice-President R&amp;D BioPharmaceuticals, for receiving the 2019… ",0.9,0.4,Positive
1331,"Lung cancer patients and caregivers search online for information about their disease every day. Today, we're prese… ",0,0,Neutral
1332,"Tomorrow evening, , EVP R&amp;D BioPharmaceuticals, will be honoured with the 2019 PrixGalien Greece Scie… ",0,0,Neutral
1333,Patients with coronaryarterydisease and type2diabetes have an increased risk of cardiovascular events. We are co… ,0,0,Neutral
1334,We’re sharing our latest lungcancer research this week at ELCC19. Our presentations explore novel scientific appr… ,0.9,0.5,Positive
1335,Sunday was WorldHealthDay2019. Find out more about how becoming peer-educators in Brazil for our… ,0.675,0.475,Positive
1336,Our LGBTQ employee resource group AZplus began with just a few employees who saw an unmet need and grew into a net… ,0.1,-0.2,Negative
1337,"By addressing the common risk factors among metabolic, heart failure, arterial vascular and renal diseases, we coul… ",0.4,-0.308333333,Negative
1338,Today is WorldHealthDay2019! Check out some of the hopes and dreams for the future of our new peer educators in Br… ,0.289772727,0.068181818,Positive
1339,Tomorrow is WorldHealthDay2019. You can find out more about the impact our YoungHealthProgramme with  has… ,0.5,0.5,Positive
1340,"Ahead of WorldHealthDay2019, meet some of our new peer educators in Brazil working with our YoungHealthProgramme… ",0.454545455,0.136363636,Positive
1341,"Patients with both CAD &amp; diabetes have an almost two times higher risk of CV death, heart attack or stroke than pat… ",0.5,0.25,Positive
1342,"New research from our collaboration with  and  published in Cell, draws on expertise… ",0.454545455,0.136363636,Positive
1343,"Jenna Bradley, Senior Research Scientist at  joins us for a Q&amp;A Session in the lead up to her presentation…",0,0,Neutral
1344,Great to hear Sir Greg Winter speaking at AccBioInnov2019 this week. If you want to learn more about the work of… ,0.625,0.65,Positive
1345,"As part of our overall commitment to the advancement of cardiovascular care, we continue to conduct research to tr… ",0,0,Neutral
1346,"Hypereosinophilic syndrome (HES) is a debilitating disease that causes progressive, potentially fatal tissue and or… ",1,0,Neutral
1347,Thank you  for facilitating insightful discussions on cancer research at another successful AACR19 meeting.… ,0.95,0.75,Positive
1348,70% of premature deaths in adults are associated with behaviours that began in childhood. We supported new research… ,0.454545455,0.136363636,Positive
1349,Close associations have been established between CVRM diseases. We are striving to go beyond treatment to help hea… ,0,0,Neutral
1350,This is the moment Natalia from  found out she had won the  STEM student of the Year award 2019! Wha…,0,0,Neutral
1351,The NF1 gene can mutate in several ways. These changes may correlate to the differing ways in which symptoms of NF… ,0,0,Neutral
1352,"Project Beacon, a collaboration with , is supporting the future development of talent in the… ",0.1875,0.125,Positive
1353,"While many patients with NF1 have mild symptoms, 20- 50% of people may develop plexiform neurofibromas. These beni… ",0.5,0.416666667,Positive
1354,"Every day, DNA in our cells is damaged tens of thousands of times by natural causes and external factors. DNA damag… ",0.25,0.05,Positive
1355,Colleagues from  have done an amazing job organising AccBioInno2019 to bring together  and i…,0.9,0.6,Positive
1356,Prof. Steve Jackson from  presents the opening keynote  Research and Innovation meeting in cambr…,0,0,Neutral
1357,"20 projects are currently underway as part of Project Beacon, a collaborative initiative between the University of… ",0.4,0,Neutral
1358,‘There is an overwhelming focus on secondary prevention’ says  of . A new  paper as… ,0.584848485,0.112121212,Positive
1359,NF1 is caused by mutations in the NF1 gene. These can be passed from parent to child or happen spontaneously aroun… ,0.9,0.6,Positive
1360,"At AACR19, we're presenting new ImmunoOncology research and what it means for the future of cancer treatment. Op… ",0.289772727,0.068181818,Positive
1361,"Neurofibromatosis type 1, or NF1, is a genetic condition that causes benign tumours to develop in the nervous sys… ",0,0,Neutral
1362,"Senior Principal Scientist, Qing-Dong Wang, discusses his recent publication in :… ",0.25,0,Neutral
1363,Biomarkers are integral to understanding the genetic makeup of patients and how they may respond to targeted thera… ,0,0,Neutral
1364,We’re breaking down the science behind the cancer data being presented at AACR19. Follow our ScienceFromAtoZ thr… ,0.494444444,-0.277777778,Negative
1365,‘The biggest NCD challenge is that it has not been on the agenda at all’ says  of . Ne… ,0,0,Neutral
1366,"This week we proudly fly the Transgender Flag at our Wilmington, DE site in honor of Transgender Day of Visibility on Ma…",0.9,0.8,Positive
1367,"At AACR19, we’re presenting 28 abstracts on our latest next-generation ImmunoOncology research. We are exploring… ",0.9,0.5,Positive
1368,Antibody-drug conjugates – or ADCs for short – are designed to have the precise targeting ability of a monoclonal a… ,0.55,0.2,Positive
1369,We are thrilled to be building on our long-standing heritage in breast cancer through our collaboration announced t… ,0.7,0.6,Positive
1370,New research supported by our YoungHealthProgramme reviews current policy around NCD prevention in 10 countries… ,0.427272727,0.068181818,Positive
1371,"Thank you to the researchers, doctors, people with the disease and carers in the Alzheimers community who attended… ",0,0,Neutral
1372,"Attending the Boao Forum for Asia in the Hainan Province, Leon Wang, EVP, International and President of AstraZenec… ",0,0,Neutral
1373,Ethics and transparency is a key pillar of our approach to sustainability. In the  data released today we… ,1,0,Neutral
1374,Patient engagement and participation in research can deepen our understanding of Alzheimers disease. Identifying t… ,0,0,Neutral
1375,The number of people affected by Alzheimers disease and related dementia is projected to increase to 131 million b… ,0.4,0,Neutral
1376,"New research from our collaboration with , published today, sheds new light on the role of liver mac… ",0.536363636,0.224242424,Positive
1377,"Growing evidence shows the numerous relationships that exist among metabolic, heart failure, arterial vascular and… ",0.4,-0.158333333,Negative
1378,We are attending ADPD2019 this week alongside international Alzheimers and Parkinson’s disease researchers. Scien… ,0,0,Neutral
1379,We’re pleased to present 84 abstracts from our cancer research at AACR19 this week. Our data will highlight the e… ,0.5,0.25,Positive
1380,“We believe that significant patient benefit can be realised in China and across the world by collaborating openly… ,0.875,0.375,Positive
1381,"Cardiovascular, renal and metabolic (CVRM) patients often have overlapping diseases and associated risk factors. A… ",0,0,Neutral
1382,Disputes may be inevitable at some point during a collaboration due to the dynamic and evolving nature of the partn… ,0.513888889,-0.041666667,Negative
1383,"At AstraZeneca, we are focused on improving heart health. Rodrigo Gribble, VP Cardiovascular, explains how we are w… ",0,0,Neutral
1384,"WE MADE IT❣️Thank you to every single person in our ever-growing SoMe family for following, liking, and retweeting. This i…",0.157142857,-0.035714286,Negative
1385,Carrots and Cardiology SoMe ACC19 ,0,0,Neutral
1386,How can we help improve these patient statistics? We are working closely with cardiologists and HCPs to help find n… ,0,0,Neutral
1387,"We are excited to celebrate this milestone investment to strengthen our commitment to patients, innovation and tale… ",0.75,0.375,Positive
1388,A recent  paper in collaboration with  demonstrates how activation of AMPK in white fat tissu… ,0.125,0,Neutral
1389,Thank you to everyone who joined us at ACC19! We look forward to advancing our research with the aim of improving… ,0,0,Neutral
1390,Research shows that BRCA mutations can be acquired or inherited from both parents. Testing for BRCA mutations can… ,0,0,Neutral
1391,"To address cardiovascular, renal and metabolic diseases, we strive to deliver transformative science that aims to i… ",0,0,Neutral
1392,Surgical intervention (PCI) is the preferred therapy to unblock blood vessels in patients undergoing a STEMI… ,0,0,Neutral
1393,"BRCA mutations increase the risk of developing ovariancancer, and other cancers, in women. Our mission is to find… ",0.375,-0.125,Negative
1394,"Type-2 diabetes patients may not know all the risks of complications, such as heartfailure. Awareness and action… ",0.5,0,Neutral
1395,"Data shows that cardiovascular, renal and metabolic diseases are interlinked. To support a holistic treatment appro… ",0,0,Neutral
1396,Our research programme aims to help advance future clinical practice with preventive therapies for the treatment of… ,0.125,0,Neutral
1397,"In 2018, more than 295,000 women were diagnosed with ovariancancer. For newly-diagnosed advanced cases, the primar… ",0.55,0.45,Positive
1398,45% of you said some/many of your patients have T2D and heart failure. HF incidence in patients with diabetes is si… ,0.3,-0.316666667,Negative
1399,Real-world data from our TIGRIS study identified key predictors of recurrent cardiovascular events in patients who… ,1,0,Neutral
1400,"At AstraZeneca, we’re working to help improve the lives of patients who have previously suffered a heart attack. Ro… ",0.166666667,-0.166666667,Negative
1401,How many of your patients have both type-2 diabetes and heart failure? ACC19,0.4,0.091666667,Positive
1402,The financial burden of recurrent cardiovascular disease is far reaching. We are committed to help reduce the burde… ,0.5,0.05,Positive
1403,Real-world evidence suggests despite receiving current care standards older patients with cardiovascular disease an… ,0.366666667,0.083333333,Positive
1404,CRUK’s important contribution to the UK life science ecosystem was recognised in last year’s Life Sciences Sector deal ht…,0.533333333,0.2,Positive
1405,"At ACC19 we’ll present trial results and real-world evidence across metabolic, heart failure, arterial vascular an… ",0.15,-0.158333333,Negative
1406,"Along with cardiologists around the globe, we agree there may be room to improve secondary prevention after a… ",0.3,-0.3,Negative
1407,"According to cardiologists, reducing the risk of a recurrent event for patients who have suffered a heart attack ma… ",0,0,Neutral
1408,BRCA mutations can be inherited and are seen in approx. 60% of all cases of inherited breastcancer. Our research i… ,0,0,Neutral
1409,We're determined to advance our understanding of disease biology to uncover novel drivers for the diseases we aim t… ,0,0,Neutral
1410,AstraZeneca confirms we no longer advertise on the Tucker Carlson show and we will not be advertising on this program in…,0,0,Neutral
1411,BReast CAncer susceptibility (BRCA) gene codes for proteins that repair DNA. If mutations appear in the BRCA gene t… ,0,0,Neutral
1412,We are determined to find the most effective options for breastcancer patients by exploring the specific features… ,0.475,0.366666667,Positive
1413,We speak to three of 's senior female leaders about how pharma can encourage and support more women to pursue…,0.333333333,0.25,Positive
1414,We see inclusion and diversity as a business imperative and leadership capability. Our people make our business inn… ,0,0,Neutral
1415,"We promote a culture of diversity, respect, and equal opportunity, where individual success depends only on persona… ",0.4125,0.075,Positive
1416,BalanceForBetter WomenInSTEM IWD2019 ,0,0,Neutral
1417,"We were selected for the 2019 Bloomberg Gender-Equality Index. As of 2018, women are 50.1% of our workforce and 44.… ",0,0,Neutral
1418,CASE PhD student &amp; postdoc  is bettering her research by collaborating between academia &amp; industry with …,0,0,Neutral
1419,"International Women's Day is a global day celebrating the social, economic, cultural and political achievements of… ",0.077777778,0.055555556,Positive
1420,People perform better in environments where they feel safe and empowered. Our inclusive and ethical business cultur… ,0.533333333,0.4,Positive
